"Message ID","Date","Event","Instrument","Action","Transect","Station","Cast","Latitude","Longitude","Seafloor","Author","Comment","Cruise","R2R_Event","dateTimeUTC","GPS_Time","dateTime8601","Revisions"
86,Thu  31 Aug 2017 10:01:54 +0000,"20170831.1001.001","Bongo Nets","deploy","2.10","13","1"," 71.063233"," -151.218822","22 m","pAlatalo","tdr to 10 m- double oblique haul","skq201713s","skq201713s-SE-20170831.1001.001","20170831.0355","2017/08/31 03:55:38","2017-08-31T03:55:39+0000",
87,Thu  31 Aug 2017 10:03:25 +0000,"20170831.1003.001","Bongo Nets","recover","2.10","13","1"," 71.064905"," -151.205144","22 m","pAlatalo","tdr to 10 m- double oblique haul","skq201713s","skq201713s-SE-20170831.1003.001","20170831.0407","2017/08/31 04:06:53","2017-08-31T04:07:00+0000",
88,Thu  31 Aug 2017 10:38:29 +0000,"20170831.1038.001","Acrobat","deploy","2","NaN","2"," 71.166818"," -150.748088",,"pAlatalo",,"skq201713s","skq201713s-SE-20170831.1038.001","20170831.0538","2017/08/31 05:37:53","2017-08-31T05:38:00+0000",
89,Thu  31 Aug 2017 10:40:05 +0000,"20170831.1040.001","Acrobat","recover","2","NaN","2"," 71.307373"," -150.663783",,"pAlatalo","Lost depth data stream. unable to fly","skq201713s","skq201713s-SE-20170831.1040.001","20170831.0721","2017/08/31 07:20:53","2017-08-31T07:21:00+0000",
90,Thu  31 Aug 2017 11:12:09 +0000,"20170831.1112.001","CTD911","deploy","3","14","014"," 71.211743"," -150.720094","57 m","cGelfman","WPNT 3.6","skq201713s","skq201713s-SE-20170831.1112.001","20170831.0843","2017/08/31 08:43:53","2017-08-31T08:43:53+0000"," & Fri Sep  1 13:15:59 2017 & Thu Sep  7 22:06:46 2017 & Fri Sep  8 08:17:07 2017"
91,Thu  31 Aug 2017 11:13:57 +0000,"20170831.1113.001","CTD911","recover","3","14","014"," 71.211920"," -150.720221","57 m","cGelfman","WPNT 3.6","skq201713s","skq201713s-SE-20170831.1113.001","20170831.0848","2017/08/31 08:48:53","2017-08-31T08:48:53+0000"," & Fri Sep  1 13:16:22 2017 & Thu Sep  7 22:07:23 2017"
92,Thu  31 Aug 2017 11:15:06 +0000,"20170831.1115.001","CTD911","deploy","3","15","015"," 71.257492"," -150.691319","73 m","cGelfman","WPNT 3.5","skq201713s","skq201713s-SE-20170831.1115.001","20170831.0940","2017/08/31 09:40:53","2017-08-31T09:40:53+0000"," & Fri Sep  1 13:16:53 2017 & Thu Sep  7 22:07:56 2017"
93,Thu  31 Aug 2017 11:16:18 +0000,"20170831.1116.001","CTD911","recover","3","15","015"," 71.257796"," -150.691828","73 m","cGelfman","WPNT 3.5","skq201713s","skq201713s-SE-20170831.1116.001","20170831.0945","2017/08/31 09:45:53","2017-08-31T09:45:53+0000"," & Fri Sep  1 13:17:15 2017 & Thu Sep  7 22:08:22 2017"
94,Thu  31 Aug 2017 11:17:22 +0000,"20170831.1117.001","CTD911","deploy","3","16","016"," 71.302867"," -150.663110","366 m","cGelfman","WPNT 3.4","skq201713s","skq201713s-SE-20170831.1117.001","20170831.1034","2017/08/31 10:34:53","2017-08-31T10:34:53+0000"," & Fri Sep  1 13:17:44 2017 & Thu Sep  7 22:08:51 2017"
95,Thu  31 Aug 2017 11:18:14 +0000,"20170831.1118.001","CTD911","recover","3","16","016"," 71.303775"," -150.663599","366 m","cGelfman","WPNT 3.4","skq201713s","skq201713s-SE-20170831.1118.001","20170831.1058","2017/08/31 10:58:53","2017-08-31T10:58:53+0000"," & Thu Aug 31 12:13:47 2017 & Fri Sep  1 13:18:08 2017 & Thu Sep  7 22:25:46 2017 & Fri Sep  8 08:39:56 2017"
96,Thu  31 Aug 2017 12:16:16 +0000,"20170831.1216.001","CTD911","deploy","3","17","017"," 71.348249"," -150.635106","1001 m","pAlatalo","WPT 3.3","skq201713s","skq201713s-SE-20170831.1216.001","20170831.1139","2017/08/31 11:39:53","2017-08-31T11:39:53+0000"," & Fri Sep  1 13:18:35 2017 & Thu Sep  7 22:26:21 2017 & Thu Sep  7 22:26:48 2017 & Fri Sep  8 08:42:33 2017"
97,Thu  31 Aug 2017 12:18:04 +0000,"20170831.1218.001","CTD911","recover","3","17","017"," 71.348411"," -150.635383","1001 m","pAlatalo","WPT 3.3","skq201713s","skq201713s-SE-20170831.1218.001","20170831.1201","2017/08/31 12:01:53","2017-08-31T12:01:53+0000"," & Fri Sep  1 13:18:57 2017 & Thu Sep  7 22:27:15 2017 & Fri Sep  8 08:42:58 2017"
98,Thu  31 Aug 2017 21:56:41 +0000,"20170831.2156.001","CTD911","deploy","4","22","022"," 71.317729"," -150.228347","1180","cAshjian","WPNT 4.3","skq201713s","skq201713s-SE-20170831.2156.001","20170831.2052","2017/08/31 20:52:53","2017-08-31T20:52:53+0000"," & Thu Aug 31 22:37:07 2017 & Fri Sep  8 08:43:42 2017"
99,Thu  31 Aug 2017 21:57:36 +0000,"20170831.2157.001","CTD911","recover","4","22","022"," 71.320230"," -150.230117","1180","cAshjian","WPNT 4.3","skq201713s","skq201713s-SE-20170831.2157.001","20170831.2124","2017/08/31 21:24:53","2017-08-31T21:24:53+0000"," & Thu Aug 31 22:37:36 2017 & Fri Sep  8 08:44:03 2017"
100,Thu  31 Aug 2017 22:02:37 +0000,"20170831.2202.001","CTD911","deploy","4","21","021"," 71.362722"," -150.196158","1350","cAshjian","WPNT 4.2","skq201713s","skq201713s-SE-20170831.2202.001","20170831.1932","2017/08/31 19:32:53","2017-08-31T19:32:53+0000"," & Thu Aug 31 22:36:03 2017 & Fri Sep  8 08:45:52 2017"
101,Thu  31 Aug 2017 22:05:47 +0000,"20170831.2205.001","CTD911","recover","4","21","021"," 71.365642"," -150.199263","1350","cAshjian","WPNT 4.2","skq201713s","skq201713s-SE-20170831.2205.001","20170831.2004","2017/08/31 20:04:53","2017-08-31T20:04:53+0000"," & Thu Aug 31 22:07:03 2017 & Thu Aug 31 22:36:35 2017 & Fri Sep  8 08:46:19 2017"
102,Thu  31 Aug 2017 22:08:55 +0000,"20170831.2208.001","CTD911","deploy","4","20","020"," 71.408074"," -150.185832","1347","cAshjian","WPNT 4.1","skq201713s","skq201713s-SE-20170831.2208.001","20170831.1550","2017/08/31 15:50:08","2017-08-31T15:50:08+0000"," & Thu Aug 31 22:09:38 2017 & Thu Aug 31 22:34:51 2017 & Fri Sep  8 08:47:39 2017"
103,Thu  31 Aug 2017 22:10:16 +0000,"20170831.2210.001","CTD911","recover","4","20","020"," 71.409676"," -150.186948","1347","cAshjian","WPNT 4.1","skq201713s","skq201713s-SE-20170831.2210.001","20170831.1618","2017/08/31 16:18:53","2017-08-31T16:18:53+0000"," & Thu Aug 31 22:35:19 2017 & Fri Sep  8 08:48:50 2017"
104,Thu  31 Aug 2017 22:11:47 +0000,"20170831.2211.001","CTD911","deploy","3","19","019"," 71.438300"," -150.576752","1569","cAshjian","WPNT 3.2","skq201713s","skq201713s-SE-20170831.2211.001","20170831.1352","2017/08/31 13:52:53","2017-08-31T13:52:53+0000"," & Thu Aug 31 22:32:44 2017 & Fri Sep  8 08:50:22 2017"
105,Thu  31 Aug 2017 22:12:30 +0000,"20170831.2212.001","CTD911","recover","3","19","019"," 71.438359"," -150.576819","1569","cAshjian","WPNT 3.2","skq201713s","skq201713s-SE-20170831.2212.001","20170831.1416","2017/08/31 14:16:53","2017-08-31T14:16:53+0000"," & Thu Aug 31 22:33:18 2017 & Fri Sep  8 08:50:45 2017"
106,Thu  31 Aug 2017 22:17:24 +0000,"20170831.2217.001","CTD911","deploy","3","18 ","018"," 71.393297"," -150.605154","1301","cAshjian","WPNT 3.2","skq201713s","skq201713s-SE-20170831.2217.001","20170831.1247","2017/08/31 12:47:53","2017-08-31T12:47:53+0000"," & Thu Aug 31 22:19:26 2017 & Thu Aug 31 22:32:09 2017 & Thu Sep  7 22:36:26 2017 & Fri Sep  8 08:53:36 2017"
107,Thu  31 Aug 2017 22:18:46 +0000,"20170831.2218.001","CTD911","recover","3","18 ","018"," 71.394543"," -150.605773","1301","cAshjian","WPNT 3.2","skq201713s","skq201713s-SE-20170831.2218.001","20170831.1311","2017/08/31 13:11:53","2017-08-31T13:11:53+0000"," & Thu Aug 31 22:20:09 2017 & Thu Sep  7 22:36:58 2017 & Fri Sep  8 08:54:17 2017"
108,Thu  31 Aug 2017 23:25:22 +0000,"20170831.2325.001","UNCSW","service","NaN","NaN","NaN"," 71.326739"," -150.319551",,"eRoth","changed to clean strainer","skq201713s","skq201713s-SE-20170831.2325.001","20170831.2325","2017/08/31 23:25:22","2017-08-31T23:25:22+0000",
109,Fri  01 Sep 2017 01:24:57 +0000,"20170901.0124.001","CTD911","deploy","4","23","023"," 71.273629"," -150.259718","885","cAshjian","WPNT 4.4","skq201713s","skq201713s-SE-20170901.0124.001","20170901.0052","2017/09/01 00:52:53","2017-09-01T00:52:53+0000"," & Fri Sep  1 01:26:38 2017 & Fri Sep  8 08:55:26 2017"
110,Fri  01 Sep 2017 01:26:06 +0000,"20170901.0126.001","CTD911","recover","4","23","023"," 71.277072"," -150.261715","885","cAshjian","WPNT 4.4","skq201713s","skq201713s-SE-20170901.0126.001","20170901.0113","2017/09/01 01:13:53","2017-09-01T01:13:53+0000"," & Fri Sep  8 08:56:21 2017"
111,Fri  01 Sep 2017 09:59:43 +0000,"20170901.0959.001","OS150","stop","NaN","NaN","NaN"," 71.150531"," -151.067912",,"dNaber","Stopped to change # of Bins from 60 to 65","skq201713s","skq201713s-SE-20170901.0959.001","20170901.0957","2017/09/01 09:56:53","2017-09-01T09:56:53+0000"," & Fri Sep  1 10:00:22 2017"
112,Fri  01 Sep 2017 10:01:43 +0000,"20170901.1001.001","OS150","start","NaN","NaN","NaN"," 71.157561"," -151.184949",,"dNaber","File SKQ201713S_2 was stopped because I was not getting data.  Shutdown program and started again with _3","skq201713s","skq201713s-SE-20170901.1001.001","20170901.1014","2017/09/01 10:13:53","2017-09-01T10:13:53+0000"," & Fri Sep  1 10:06:44 2017 & Fri Sep  1 10:17:47 2017"
113,Fri  01 Sep 2017 12:41:32 +0000,"20170901.1241.001","Bongo Nets","deploy","4.1","20","1"," 71.407675"," -150.210342",,"pAlatalo","Beaufort 6 seas","skq201713s","skq201713s-SE-20170901.1241.001","20170831.1649","2017/08/31 16:49:08","2017-08-31T16:49:11+0000",
114,Fri  01 Sep 2017 12:42:27 +0000,"20170901.1242.001","Bongo Nets","recover","4.1","20","1"," 71.403277"," -150.310770",,"pAlatalo",,"skq201713s","skq201713s-SE-20170901.1242.001","20170831.1743","2017/08/31 17:43:08","2017-08-31T17:43:05+0000",
115,Fri  01 Sep 2017 12:43:48 +0000,"20170901.1243.001","Bongo Nets","deploy","4.3","22","1"," 71.326635"," -150.329733",,"pAlatalo",,"skq201713s","skq201713s-SE-20170901.1243.001","20170831.2318","2017/08/31 23:17:53","2017-08-31T23:18:01+0000",
116,Fri  01 Sep 2017 12:44:44 +0000,"20170901.1244.001","Bongo Nets","recover","4.3","22","1"," 71.328259"," -150.279715",,"pAlatalo",,"skq201713s","skq201713s-SE-20170901.1244.001","20170831.2353","2017/08/31 23:53:08","2017-08-31T23:53:12+0000",
117,Fri  01 Sep 2017 12:46:12 +0000,"20170901.1246.001","Bongo Nets","deploy","4.5","24","1"," 71.228948"," -150.285098",,"pAlatalo",,"skq201713s","skq201713s-SE-20170901.1246.001","20170901.0345","2017/09/01 03:45:53","2017-09-01T03:45:56+0000",
118,Fri  01 Sep 2017 12:50:11 +0000,"20170901.1250.001","Bongo Nets","recover","4.5","24","1"," 71.230181"," -150.270124",,"pAlatalo",,"skq201713s","skq201713s-SE-20170901.1250.001","20170901.0359","2017/09/01 03:59:23","2017-09-01T03:59:23+0000"," & Fri Sep  1 12:51:29 2017 & Fri Sep  1 16:23:03 2017"
119,Fri  01 Sep 2017 12:53:37 +0000,"20170901.1253.001","Bongo Nets","deploy","4.7","26","1"," 71.139032"," -150.368233",,"pAlatalo",,"skq201713s","skq201713s-SE-20170901.1253.001","20170901.0702","2017/09/01 07:02:38","2017-09-01T07:02:46+0000",
120,Fri  01 Sep 2017 12:54:42 +0000,"20170901.1254.001","Bongo Nets","recover","4.7","26","1"," 71.140124"," -150.358198",,"pAlatalo",,"skq201713s","skq201713s-SE-20170901.1254.001","20170901.0710","2017/09/01 07:10:08","2017-09-01T07:10:10+0000",
121,Fri  01 Sep 2017 12:59:33 +0000,"20170901.1259.001","Tucker Trawl","deploy","4.1","20","1"," 71.403938"," -150.329136","1522 m","pAlatalo",,"skq201713s","skq201713s-SE-20170901.1259.001","20170831.1800","2017/08/31 17:59:53","2017-08-31T17:59:53+0000"," & Fri Sep  1 13:05:28 2017"
122,Fri  01 Sep 2017 13:03:17 +0000,"20170901.1303.001","Tucker Trawl","recover","4.1","20","1"," 71.415744"," -150.245823","1522 m","pAlatalo",,"skq201713s","skq201713s-SE-20170901.1303.001","20170831.1855","2017/08/31 18:55:38","2017-08-31T18:55:32+0000",
123,Fri  01 Sep 2017 13:09:28 +0000,"20170901.1309.001","Tucker Trawl","deploy","4.3","22","1"," 71.316261"," -150.337784","1013 m","pAlatalo",,"skq201713s","skq201713s-SE-20170901.1309.001","20170831.2203","2017/08/31 22:03:38","2017-08-31T22:03:45+0000",
126,Fri  01 Sep 2017 13:17:46 +0000,"20170901.1317.001","Tucker Trawl","recover","4.5","24","1"," 71.231658"," -150.279616","147 m","pAlatalo","trawl hit bottom collecting mud. all samples discarded","skq201713s","skq201713s-SE-20170901.1317.001","20170901.0248","2017/09/01 02:48:53","2017-09-01T02:48:53+0000"," & Fri Sep  1 13:25:24 2017"
127,Fri  01 Sep 2017 13:18:53 +0000,"20170901.1318.001","Tucker Trawl","deploy","4.5","24","2","NaN","NaN","142 m","pAlatalo",,"skq201713s","skq201713s-SE-20170901.1318.001","20170901.0312","NaN","2017-09-14T04:25:10+0000"," & Thu Sep 14 04:25:10 2017"
128,Fri  01 Sep 2017 13:19:53 +0000,"20170901.1319.001","Tucker Trawl","recover","4.5","24","2"," 71.230904"," -150.279133","142 m","pAlatalo","hit bottom again.","skq201713s","skq201713s-SE-20170901.1319.001","20170901.0328","2017/09/01 03:28:53","2017-09-01T03:28:53+0000"," & Fri Sep  1 13:24:12 2017"
130,Fri  01 Sep 2017 13:21:34 +0000,"20170901.1321.001","Tucker Trawl","deploy","4.5","24","3"," 71.228679"," -150.282398","145 m","pAlatalo",,"skq201713s","skq201713s-SE-20170901.1321.002","20170901.0417","2017/09/01 04:17:23","2017-09-01T04:17:23+0000"," & Fri Sep  1 13:23:30 2017"
131,Fri  01 Sep 2017 13:22:10 +0000,"20170901.1322.001","Tucker Trawl","recover","4.5","24","3"," 71.232236"," -150.251959","145 m","pAlatalo","wpnt 4.5, surface","skq201713s","skq201713s-SE-20170901.1322.001","20170901.0441","2017/09/01 04:41:53","2017-09-01T04:41:53+0000"," & Fri Sep  1 13:22:49 2017 & Thu Sep  7 00:49:30 2017"
133,Fri  01 Sep 2017 14:01:52 +0000,"20170901.1401.001","Tucker Trawl","deploy","4.7","26","1"," 71.138052"," -150.370532","47 m","pAlatalo",,"skq201713s","skq201713s-SE-20170901.1401.001","20170901.0636","2017/09/01 06:36:53","2017-09-01T06:36:53+0000"," & Fri Sep  1 14:05:57 2017"
134,Fri  01 Sep 2017 14:05:25 +0000,"20170901.1405.001","Tucker Trawl","recover","4.7","26","1"," 71.139604"," -150.357516","47 m","pAlatalo",,"skq201713s","skq201713s-SE-20170901.1405.001","20170901.0648","2017/09/01 06:47:53","2017-09-01T06:48:00+0000",
135,Fri  01 Sep 2017 16:19:38 +0000,"20170901.1619.001","EK60","stop","NaN","NaN","NaN"," 71.171944"," -151.398259",,"dNaber","EK60 stopped and computer restarted due to screen freeze up.","skq201713s","skq201713s-SE-20170901.1619.001","20170901.1045","2017/09/01 10:44:53","2017-09-01T10:45:00+0000",
136,Fri  01 Sep 2017 16:25:57 +0000,"20170901.1625.001","EK60","start","NaN","NaN","NaN"," 71.172430"," -151.405115",,"dNaber",,"skq201713s","skq201713s-SE-20170901.1625.001","20170901.1046","2017/09/01 10:45:53","2017-09-01T10:46:00+0000",
137,Fri  01 Sep 2017 17:21:30 +0000,"20170901.1721.001","CTD911","deploy","1","35","035"," 71.499901"," -151.400096","924","Jenn","WPNT 1.1","skq201713s","skq201713s-SE-20170901.1721.001","20170901.1721","2017/09/01 17:21:23","2017-09-01T17:21:23+0000"," & Fri Sep  1 22:08:30 2017 & Thu Sep  7 22:46:41 2017"
138,Fri  01 Sep 2017 21:36:23 +0000,"20170901.2136.001","CTD911","recover","1","35","035"," 71.499987"," -151.400150","924","cAshjian","wpnt 1.1","skq201713s","skq201713s-SE-20170901.2136.001","20170901.1723","2017/09/01 17:23:53","2017-09-01T17:23:53+0000"," & Fri Sep  1 21:43:51 2017 & Fri Sep  1 22:07:42 2017 & Fri Sep  8 08:58:26 2017"
139,Fri  01 Sep 2017 21:42:19 +0000,"20170901.2142.001","CTD911","recover","4","24","024"," 71.228761"," -150.290609","139","cAshjian","WPNT 4.5","skq201713s","skq201713s-SE-20170901.2142.001","20170901.0216","2017/09/01 02:15:53","2017-09-01T02:15:53+0000"," & Fri Sep  1 22:02:25 2017 & Fri Sep  1 23:04:56 2017 & Fri Sep  1 23:05:48 2017 & Thu Sep  7 21:03:00 2017"
140,Fri  01 Sep 2017 21:50:22 +0000,"20170901.2150.001","CTD911","deploy","4","25","025"," 71.182731"," -150.311038","52","cAshjian","WPNT 4.6","skq201713s","skq201713s-SE-20170901.2150.001","20170901.0524","2017/09/01 05:23:53","2017-09-01T05:23:53+0000"," & Fri Sep  1 21:54:01 2017"
141,Fri  01 Sep 2017 21:53:02 +0000,"20170901.2153.001","CTD911","recover","4","25","025"," 71.182938"," -150.312962","52 m","eRoth","WP 4.6","skq201713s","skq201713s-SE-20170901.2153.001","20170901.0530","2017/09/01 05:29:53","2017-09-01T05:30:00+0000",
142,Fri  01 Sep 2017 22:15:38 +0000,"20170901.2215.001","EM302","stop","NaN","NaN","NaN"," 71.433785"," -150.920983",,"eRoth","speeding up transmit interval for ek60","skq201713s","skq201713s-SE-20170901.2215.001","20170901.2215","2017/09/01 22:15:38","2017-09-01T22:15:38+0000",
143,Fri  01 Sep 2017 23:07:19 +0000,"20170901.2307.001","CTD911","deploy","4","26","027"," 71.138250"," -150.344608","47 m","cAshjian","WPNT 4.7","skq201713s","skq201713s-SE-20170901.2307.001","20170901.0612","2017/09/01 06:11:53","2017-09-01T06:12:00+0000",
144,Fri  01 Sep 2017 23:07:48 +0000,"20170901.2307.002","CTD911","recover","4","26","027"," 71.138650"," -150.346130","47 m","cAshjian","WPNT 4.7","skq201713s","skq201713s-SE-20170901.2307.002","20170901.0617","2017/09/01 06:17:53","2017-09-01T06:17:53+0000"," & Thu Sep  7 22:32:50 2017"
145,Fri  01 Sep 2017 23:08:43 +0000,"20170901.2308.001","CTD911","deploy","4","27","027"," 71.092579"," -150.373831","34 m","cAshjian","WPNT 4.8","skq201713s","skq201713s-SE-20170901.2308.001","20170901.0756","2017/09/01 07:56:53","2017-09-01T07:56:53+0000"," & Fri Sep  1 23:10:02 2017"
146,Fri  01 Sep 2017 23:09:33 +0000,"20170901.2309.001","CTD911","recover","4","27","027"," 71.092678"," -150.374806","34 m","cAshjian","WPNT 4.8","skq201713s","skq201713s-SE-20170901.2309.001","20170901.0801","2017/09/01 08:00:53","2017-09-01T08:01:00+0000",
147,Fri  01 Sep 2017 23:11:46 +0000,"20170901.2311.001","CTD911","deploy","1","28","028"," 71.182166"," -151.591264","42 m","cAshjian","WPT 1.8","skq201713s","skq201713s-SE-20170901.2311.001","20170901.1125","2017/09/01 11:25:53","2017-09-01T11:25:53+0000"," & Sat Sep  2 00:13:50 2017"
148,Fri  01 Sep 2017 23:12:24 +0000,"20170901.2312.001","CTD911","recover","1","28","028"," 71.182219"," -151.591274","42 m","cAshjian","WPNT 1.8","skq201713s","skq201713s-SE-20170901.2312.001","20170901.1132","2017/09/01 11:32:53","2017-09-01T11:32:53+0000"," & Sat Sep  2 00:14:18 2017"
149,Fri  01 Sep 2017 23:13:09 +0000,"20170901.2313.001","CTD911","deploy","1","29","029"," 71.227209"," -151.564099","50 m","cAshjian","WPNT 1.7","skq201713s","skq201713s-SE-20170901.2313.001","20170901.1216","2017/09/01 12:16:53","2017-09-01T12:16:53+0000"," & Sat Sep  2 00:12:35 2017"
150,Fri  01 Sep 2017 23:16:01 +0000,"20170901.2315.001","CTD911","recover","1","29","029"," 71.227133"," -151.564103","50 m","cAshjian","WPNT 1.7","skq201713s","skq201713s-SE-20170901.2316.001","20170901.1220","2017/09/01 12:20:53","2017-09-01T12:20:53+0000"," & Sat Sep  2 00:11:49 2017"
152,Fri  01 Sep 2017 23:22:11 +0000,"20170901.2322.001","CTD911","deploy","1","30","030"," 71.272334"," -151.537187","50 m","cAshjian","WPT 1.6","skq201713s","skq201713s-SE-20170901.2322.001","20170901.1304","2017/09/01 13:04:53","2017-09-01T13:04:53+0000"," & Sat Sep  2 00:12:12 2017"
153,Fri  01 Sep 2017 23:22:43 +0000,"20170901.2322.002","CTD911","recover","1","30","030"," 71.272515"," -151.537200","50 m","cAshjian","WPNT 1.6","skq201713s","skq201713s-SE-20170901.2322.002","20170901.1309","2017/09/01 13:09:53","2017-09-01T13:09:53+0000"," & Sat Sep  2 00:10:46 2017"
154,Fri  01 Sep 2017 23:55:25 +0000,"20170901.2355.001","CTD911","deploy","1","31","031"," 71.318511"," -151.510074","56 m","cAshjian","WPNT 1.5","skq201713s","skq201713s-SE-20170901.2355.001","20170901.1351","2017/09/01 13:51:53","2017-09-01T13:51:53+0000"," & Sat Sep  2 00:11:22 2017"
155,Fri  01 Sep 2017 23:56:07 +0000,"20170901.2356.001","CTD911","recover","1","31","031"," 71.319259"," -151.510457","56 m","cAshjian","WPNT 1.5","skq201713s","skq201713s-SE-20170901.2356.001","20170901.1356","2017/09/01 13:56:53","2017-09-01T13:56:53+0000"," & Sat Sep  2 00:10:13 2017"
156,Fri  01 Sep 2017 23:56:56 +0000,"20170901.2356.002","CTD911","deploy","1","32","032"," 71.363783"," -151.483882","164 m","cAshjian","WPNT 1.4","skq201713s","skq201713s-SE-20170901.2356.002","20170901.1433","2017/09/01 14:33:53","2017-09-01T14:33:53+0000"," & Sat Sep  2 00:09:42 2017"
157,Fri  01 Sep 2017 23:57:42 +0000,"20170901.2357.001","CTD911","recover","1","32","032"," 71.366609"," -151.487100","164 m","cAshjian","WPNT 1.4","skq201713s","skq201713s-SE-20170901.2357.001","20170901.1446","2017/09/01 14:46:53","2017-09-01T14:46:53+0000"," & Sat Sep  2 00:09:16 2017"
158,Fri  01 Sep 2017 23:58:31 +0000,"20170901.2358.001","CTD911","deploy","1","33","033"," 71.408913"," -151.457446","200 m","cAshjian","WPNT 1.3","skq201713s","skq201713s-SE-20170901.2358.001","20170901.1522","2017/09/01 15:22:53","2017-09-01T15:22:53+0000"," & Sat Sep  2 00:08:49 2017"
159,Fri  01 Sep 2017 23:59:18 +0000,"20170901.2359.001","CTD911","recover","1","33","033"," 71.411198"," -151.459949","200 m","cAshjian","WPNT 1.3","skq201713s","skq201713s-SE-20170901.2359.001","20170901.1535","2017/09/01 15:35:53","2017-09-01T15:35:53+0000"," & Sat Sep  2 00:08:24 2017"
160,Sat  02 Sep 2017 00:00:11 +0000,"20170902.0000.001","CTD911","deploy","1","34","034"," 71.454633"," -151.427355","417 m","cAshjian","WPNT 1.2","skq201713s","skq201713s-SE-20170902.0000.001","20170901.1617","2017/09/01 16:17:53","2017-09-01T16:17:53+0000"," & Sat Sep  2 00:07:17 2017"
