#B	Created:	12.09.2017 05:58:28
##	Version	SeaStar	7.49
#5	Field separation:	0
#2	Date & Time:	1
#6	Decimal point:	,
#7	Date def.:	dd.mm.yyyy	.
#8	Time def.:	:
##	Axis	0	Temperature(°C)	clRed	FALSE
##	Axis	1	Depth(m)	clBlue	TRUE
##	Series	0	Temp(°C)	clRed	0	Temp(°C)	2
##	Series	1	Depth(m)	clBlue	1	Depth(m)	2
##	Recorder	29	DST centi	8762
##	Chart	29C8762DAT	
#D	Data:	949	12.09.2017 03:20:00	12.09.2017 05:58:00
1	12.09.2017 03:20:00,000	23,27	0,78
2	12.09.2017 03:20:10,000	23,18	0,67
3	12.09.2017 03:20:20,000	23,12	0,85
4	12.09.2017 03:20:30,000	23,03	0,75
5	12.09.2017 03:20:40,000	22,95	0,88
6	12.09.2017 03:20:50,000	22,86	1,02
7	12.09.2017 03:21:00,000	22,74	0,89
8	12.09.2017 03:21:10,000	22,66	1,02
9	12.09.2017 03:21:20,000	22,57	1,16
10	12.09.2017 03:21:30,000	22,45	1,03
11	12.09.2017 03:21:40,000	15,49	11,74
12	12.09.2017 03:21:50,000	12,04	10,65
13	12.09.2017 03:22:00,000	9,09	9,19
14	12.09.2017 03:22:10,000	8,62	6,44
15	12.09.2017 03:22:20,000	7,70	5,30
16	12.09.2017 03:22:30,000	6,79	5,62
17	12.09.2017 03:22:40,000	6,37	4,85
18	12.09.2017 03:22:50,000	5,69	6,42
19	12.09.2017 03:23:00,000	5,11	8,11
20	12.09.2017 03:23:10,000	4,11	10,98
21	12.09.2017 03:23:20,000	3,05	13,05
22	12.09.2017 03:23:30,000	2,75	13,87
23	12.09.2017 03:23:40,000	2,36	15,81
24	12.09.2017 03:23:50,000	2,13	18,17
25	12.09.2017 03:24:00,000	1,73	20,83
26	12.09.2017 03:24:10,000	1,61	22,85
27	12.09.2017 03:24:20,000	1,46	25,07
28	12.09.2017 03:24:30,000	1,30	27,76
29	12.09.2017 03:24:40,000	0,90	29,69
30	12.09.2017 03:24:50,000	0,49	28,48
31	12.09.2017 03:25:00,000	0,37	27,12
32	12.09.2017 03:25:10,000	0,29	26,06
33	12.09.2017 03:25:20,000	0,25	25,53
34	12.09.2017 03:25:30,000	0,16	24,95
35	12.09.2017 03:25:40,000	0,16	24,95
36	12.09.2017 03:25:50,000	0,08	26,30
37	12.09.2017 03:26:00,000	0,00	28,13
38	12.09.2017 03:26:10,000	-0,17	29,38
39	12.09.2017 03:26:20,000	-0,25	29,28
40	12.09.2017 03:26:30,000	-0,33	28,94
41	12.09.2017 03:26:40,000	-0,37	28,41
42	12.09.2017 03:26:50,000	-0,37	27,92
43	12.09.2017 03:27:00,000	-0,33	27,49
44	12.09.2017 03:27:10,000	-0,33	27,01
45	12.09.2017 03:27:20,000	-0,33	26,04
46	12.09.2017 03:27:30,000	-0,33	26,04
47	12.09.2017 03:27:40,000	-0,29	25,85
48	12.09.2017 03:27:50,000	-0,29	25,61
49	12.09.2017 03:28:00,000	-0,29	25,85
50	12.09.2017 03:28:10,000	-0,29	28,02
51	12.09.2017 03:28:20,000	-0,37	29,37
52	12.09.2017 03:28:30,000	-0,41	30,52
53	12.09.2017 03:28:40,000	-0,46	30,72
54	12.09.2017 03:28:50,000	-0,50	31,87
55	12.09.2017 03:29:00,000	-0,46	33,13
56	12.09.2017 03:29:10,000	-0,46	34,09
57	12.09.2017 03:29:20,000	-0,46	35,54
58	12.09.2017 03:29:30,000	-0,46	36,02
59	12.09.2017 03:29:40,000	-0,46	36,02
60	12.09.2017 03:29:50,000	-0,46	36,26
61	12.09.2017 03:30:00,000	-0,46	36,26
62	12.09.2017 03:30:10,000	-0,46	36,02
63	12.09.2017 03:30:20,000	-0,46	36,02
64	12.09.2017 03:30:30,000	-0,46	36,26
65	12.09.2017 03:30:40,000	-0,46	36,98
66	12.09.2017 03:30:50,000	-0,41	37,76
67	12.09.2017 03:31:00,000	-0,41	38,48
68	12.09.2017 03:31:10,000	-0,41	38,96
69	12.09.2017 03:31:20,000	-0,41	39,20
70	12.09.2017 03:31:30,000	-0,41	39,20
71	12.09.2017 03:31:40,000	-0,37	39,01
72	12.09.2017 03:31:50,000	-0,37	39,01
73	12.09.2017 03:32:00,000	-0,37	39,49
74	12.09.2017 03:32:10,000	-0,37	40,46
75	12.09.2017 03:32:20,000	-0,33	41,71
76	12.09.2017 03:32:30,000	-0,37	42,87
77	12.09.2017 03:32:40,000	-0,37	44,32
78	12.09.2017 03:32:50,000	-0,41	44,99
79	12.09.2017 03:33:00,000	-0,46	45,18
